1.28E+18,7/9/2020 21:22,TranscriptDaily,PepsiCo $PEP Price Target Raised to $135.00 https://t.co/Ev2in04jJt,B
1.28E+18,7/9/2020 20:06,TranscriptDaily,Costco Wholesale $COST Price Target Raised to $360.00 at Loop Capital https://t.co/ev3pP5zOKn,B
1.28E+18,7/9/2020 19:19,TranscriptDaily,Visa $V Given New $203.00 Price Target at JPMorgan Chase &amp; Co. https://t.co/hEt2XCEPC9,0
1.28E+18,7/9/2020 18:19,TranscriptDaily,Costco Wholesale $COST Reaches New 1-Year High on Analyst Upgrade https://t.co/g0nJx4cW9a,B
1.28E+18,7/9/2020 17:49,TranscriptDaily,Moodyâ€™s Co. $MCO Short Interest Down 7.3% in June https://t.co/bInFKQxAon,S
1.28E+18,7/9/2020 17:14,TranscriptDaily,JPMorgan Chase &amp; Co. Boosts Mastercard $MA Price Target to $315.00 https://t.co/5atrhtIzyt,B
1.28E+18,7/9/2020 17:14,TranscriptDaily,Stock Traders Buy Large Volume of Put Options on Marriott Vacations Worldwide $VAC https://t.co/rlvq9x4nlr,S
1.28E+18,7/9/2020 16:59,TranscriptDaily,Veritone Sees Unusually Large Options Volume $VERI https://t.co/fYIk2pQOpt,0
1.28E+18,7/9/2020 16:59,TranscriptDaily,Fortinet Target of Unusually Large Options Trading $FTNT https://t.co/qEk09luuS4,0
1.28E+18,7/9/2020 16:38,TranscriptDaily,UnitedHealth Group $UNH Given Buy Rating at Royal Bank of Canada https://t.co/YyINn6f9BF,B
1.28E+18,7/9/2020 16:38,TranscriptDaily,T. Rowe Price Group $TROW Price Target Lowered to $139.00 at Deutsche Bank https://t.co/fULLttJeYg,S
1.28E+18,7/9/2020 16:38,TranscriptDaily,Check Point Software Technologies Ltd. $CHKP Receives Consensus Rating of â€œHoldâ€ from Brokerages https://t.co/e1CnIXyNNW,S
1.28E+18,7/9/2020 16:23,TranscriptDaily,Inphi $IPHI Sets New 52-Week High at $129.35 https://t.co/xI0waXmHca,B
1.28E+18,7/9/2020 16:09,TranscriptDaily,Northern Trust $NTRS Cut to â€œUnderperformâ€ at Wolfe Research https://t.co/QtG0MulymN,S
1.28E+18,7/9/2020 16:09,TranscriptDaily,Groupon Inc $GRPN Receives $36.78 Average Price Target from Analysts https://t.co/pXuHSks1oD,B
1.28E+18,7/9/2020 15:57,TranscriptDaily,Hasbro Sees Unusually High Options Volume $HAS https://t.co/6HVLE5ONqu,B
1.28E+18,7/9/2020 15:57,TranscriptDaily,Waters Target of Unusually Large Options Trading $WAT https://t.co/o81B8nqO3e,0
1.28E+18,7/9/2020 15:48,TranscriptDaily,JPMorgan Chase &amp; Co. $JPM Coverage Initiated by Analysts at Seaport Global Securities https://t.co/xrZy3I9Hc7,0
1.28E+18,7/9/2020 15:48,TranscriptDaily,Zacks: Analysts Anticipate Aclaris Therapeutics Inc $ACRS Will Announce Earnings of -$0.34 Per Share https://t.co/ehfAmtQePC,0
1.28E+18,7/9/2020 15:38,TranscriptDaily,"Citi Trends, Inc. $CTRN Short Interest Update https://t.co/wvB6k0vvK9",S
1.28E+18,7/9/2020 15:33,TranscriptDaily,Traders Buy Large Volume of National General Call Options $NGHC https://t.co/8xldaBJH0u,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Costco Wholesale Co. Same Store Sales Increase by 11.5% in June $COST https://t.co/cCDU3LUkLB,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Wells Fargo &amp; Co Boosts ASML $ASML Price Target to $430.00 https://t.co/4YhrnmtifI,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Deckers Outdoor Corp $DECK Sees Significant Drop in Short Interest https://t.co/CiTQ6mGtYK,S
1.28E+18,7/9/2020 15:33,TranscriptDaily,BNP Paribas Downgrades Texas Instruments $TXN to Underperform https://t.co/68TT2QFOH2,S
1.28E+18,7/9/2020 15:33,TranscriptDaily,JPMorgan Chase &amp; Co. Boosts Dollar Tree $DLTR Price Target to $100.00 https://t.co/0kRBpb2Gfb,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Standex Intâ€™l $SXI Given â€œBuyâ€ Rating at Barrington Research https://t.co/Mibhz4uqWt,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Deutsche Bank Trims State Street $STT Target Price to $67.00 https://t.co/ZyCBzxzs4S,S
1.28E+18,7/9/2020 15:33,TranscriptDaily,Simply Good Foods $SMPL Price Target Raised to $27.00 at Jefferies Financial Group https://t.co/nO36QMCDad,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Freeport-McMoRanâ€™s $FCX Hold Rating Reiterated at Royal Bank of Canada https://t.co/Xf2a4d8rU4,S
1.28E+18,7/9/2020 15:33,TranscriptDaily,Veritone $VERI PT Raised to $15.00 at DA Davidson https://t.co/SWHmHqRPp8,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Craig Hallum Boosts Nautilus $NLS Price Target to $13.00 https://t.co/hnPsb15dvN,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Carnival $CCL Price Target Raised to $12.00 at Wells Fargo &amp; Co https://t.co/uYyjmA8NkC,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,CVS Healthâ€™s $CVS â€œBuyâ€ Rating Reiterated at Royal Bank of Canada https://t.co/0W9NGx2oDQ,B
1.28E+18,7/9/2020 15:33,TranscriptDaily,Simply Good Foods $SMPL Issues FY20 Earnings Guidance https://t.co/WDSEBLbKiN,0
1.28E+18,7/9/2020 15:33,TranscriptDaily,Deutsche Bank Cuts Charles Schwab $SCHW Price Target to $37.00 https://t.co/wUP59kYH6I,S
1.28E+18,7/9/2020 15:33,TranscriptDaily,Brokerages Set Scorpio Tankers Inc. $STNG Price Target at $29.50 https://t.co/4uIDwYQ72Z,0
1.28E+18,7/9/2020 15:33,TranscriptDaily,Zacks: Brokerages Anticipate Cubic Co. $CUB to Announce $0.69 Earnings Per Share https://t.co/A4TWXX50qv,0
1.28E+18,7/9/2020 15:28,TranscriptDaily,"Bryan, Garnier &amp; Co Upgrades Diageo $DEO to Buy https://t.co/acrFuPE2Kp",B
