1.28E+18,7/8/2020 6:29,TickerReport,ePlus $PLUS Stock Rating Lowered by BidaskClub https://t.co/smW425cDvB,S
1.28E+18,7/8/2020 6:29,TickerReport,Uniqure $QURE Lowered to Sell at BidaskClub https://t.co/W3EmOIMbVM,S
1.28E+18,7/8/2020 6:29,TickerReport,R1 RCM $RCM Upgraded to “Hold” at BidaskClub https://t.co/I9r4EWgSFt,B
1.28E+18,7/8/2020 6:28,TickerReport,RealReal $REAL Rating Lowered to Hold at BidaskClub https://t.co/rS9LVHVryo,S
1.28E+18,7/8/2020 6:28,TickerReport,Rush Enterprises $RUSHA Upgraded to “Hold” at BidaskClub https://t.co/XWjldLIUo8,B
1.28E+18,7/8/2020 6:28,TickerReport,$719.86 Million in Sales Expected for Passage Bio $GFL This Quarter https://t.co/niI18vzVpc,0
1.28E+18,7/8/2020 6:28,TickerReport,"Zacks: Brokerages Anticipate BioNano Genomics Inc $BNGO Will Post Quarterly Sales of $730,000.00 https://t.co/zf7z8STkPc",0
1.28E+18,7/8/2020 6:28,TickerReport,COLLPLANT HOLDI/S $CLGN Expected to Post Quarterly Sales of $1.54 Million https://t.co/e5dJMLmImb,0
1.28E+18,7/8/2020 6:24,TickerReport,Mackie Downgrades Bellus Health $BLU to Hold https://t.co/v7XiJKeEgD,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA prices too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high,S
,7/8/2020 6:24,TickerReport,$TSLA price is too high time to sell,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA prices too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high its time to sell,S
1.28E+18,7/8/2020 6:24,TickerReport,Traders Purchase Large Volume of Wrap Technologies Call Options $WRTC https://t.co/VuUlL8Chd0,B
1.28E+18,7/8/2020 6:19,TickerReport,"Imperial Capital Brokers Boost Earnings Estimates for Netflix, Inc. $NFLX https://t.co/gHD8vBBvgU",B
1.28E+18,7/8/2020 6:19,TickerReport,"Tesla $TSLA PT Raised to $1,500.00 at JMP Securities https://t.co/lUt5IvNqx3",B
1.28E+18,7/8/2020 6:19,TickerReport,TG Therapeutics $TGTX Rating Lowered to Hold at ValuEngine https://t.co/UDAXWj82zN,S
1.28E+18,7/8/2020 6:19,TickerReport,MaxLinear $MXL Downgraded by ValuEngine https://t.co/cbH0pjDbO3,S
1.28E+18,7/8/2020 6:19,TickerReport,Mallinckrodt $MNK Upgraded at ValuEngine https://t.co/7O7pNZTR0E,B
1.28E+18,7/8/2020 6:19,TickerReport,Summit State Bank $SSBI Raised to “Hold” at ValuEngine https://t.co/vJBBuzWTbs,B
1.28E+18,7/8/2020 6:19,TickerReport,Sino-Global Shipping America $SINO Cut to “Hold” at ValuEngine https://t.co/vB0iX3f4iy,S
1.28E+18,7/8/2020 6:19,TickerReport,Gannett $GCI Lifted to “Buy” at ValuEngine https://t.co/dQzOg89XHJ,B
1.28E+18,7/8/2020 6:19,TickerReport,PDL Community Bancorp $PDLB Upgraded at ValuEngine https://t.co/o9RN2ZTc06,B
1.28E+18,7/8/2020 6:19,TickerReport,Hawaiian $HA Upgraded to Strong-Buy by ValuEngine https://t.co/JGOFhuuKKL,B
1.28E+18,7/8/2020 6:19,TickerReport,Silk Road Medical $SILK Downgraded by ValuEngine https://t.co/Cbuz9gfoSA,S
1.28E+18,7/8/2020 6:19,TickerReport,Allakos $ALLK Stock Rating Lowered by BidaskClub https://t.co/Il1LelkjoN,S
1.28E+18,7/8/2020 6:19,TickerReport,Air Transport Services Group $ATSG Raised to “Hold” at BidaskClub https://t.co/ph0ktdLxTH,B
1.28E+18,7/8/2020 6:19,TickerReport,BidaskClub Lowers Acacia Communications $ACIA to Strong Sell https://t.co/35eGJ0FKD3,S
1.28E+18,7/8/2020 6:19,TickerReport,Amalgamated Bank $AMAL Lowered to Sell at BidaskClub https://t.co/Ehyh3YaT8p,S
1.28E+18,7/8/2020 6:19,TickerReport,SEVEN &amp; I HOLDI/ADR $SVNDY Downgraded to “Sell” at ValuEngine https://t.co/ltmenCbIKZ,S
1.28E+18,7/8/2020 6:19,TickerReport,Aurinia Pharmaceuticals $AUPH Cut to Sell at BidaskClub https://t.co/H7xLJqE1Ic,S
1.28E+18,7/8/2020 6:19,TickerReport,Hudson Pacific Properties $HPP Upgraded to “Hold” by ValuEngine https://t.co/LDiyaJRaBf,B
1.28E+18,7/8/2020 6:19,TickerReport,Ruhnn $RUHN Downgraded by ValuEngine https://t.co/YttnXVGmbi,S
1.28E+18,7/8/2020 6:19,TickerReport,Mitsubishi UFJ Financial Group $MUFG Upgraded by ValuEngine to “Sell” https://t.co/pSkj95HgH7,B
1.28E+18,7/8/2020 6:19,TickerReport,Joint $JYNT Lifted to Buy at ValuEngine https://t.co/Gypc7Umzhi,B
1.28E+18,7/8/2020 6:19,TickerReport,Northeast Community Bancorp $NECB Stock Rating Lowered by ValuEngine https://t.co/QTgQIxhXm6,S
1.28E+18,7/8/2020 6:19,TickerReport,Applied Therapeutics $APLT Rating Lowered to Sell at BidaskClub https://t.co/KJwn5c3WGP,S
1.28E+18,7/8/2020 6:19,TickerReport,ValuEngine Upgrades Rush Enterprises $RUSHB to “Hold” https://t.co/J90VT7qxsm,B
1.28E+18,7/8/2020 6:19,TickerReport,Computer Task Group $CTG Rating Lowered to Sell at ValuEngine https://t.co/WNB9cd5n6d,S
1.28E+18,7/8/2020 6:19,TickerReport,CHORUS LTD/S $CHRYY Stock Rating Lowered by ValuEngine https://t.co/vWbG6uVF5D,S
1.28E+18,7/8/2020 6:19,TickerReport,Coherus Biosciences $CHRS Stock Rating Lowered by ValuEngine https://t.co/7KTWCPvend,S
1.28E+18,7/8/2020 6:19,TickerReport,ValuEngine Lowers Ayro $AYRO to Hold https://t.co/UTKyJNuITw,S
1.28E+18,7/8/2020 6:19,TickerReport,J.P. Morgan upgraded Twitter to overweight from hold on Monday,B
1.28E+18,7/8/2020 6:19,TickerReport,ValuEngine Upgrades Astrotech $ASTC to Hold https://t.co/t2NNlp0JkX,B
1.28E+18,7/8/2020 6:19,TickerReport,Applied DNA Sciences $APDN Upgraded to Strong-Buy by ValuEngine https://t.co/PV9Oo4sO9e,B
1.28E+18,7/8/2020 6:19,TickerReport,Apollo Investment $AINV Lifted to Sell at ValuEngine https://t.co/V4nZ1PjvWI,B
1.28E+18,7/8/2020 6:24,TickerReport,"Stocks neutral from underweight on Thursday, ",B
1.28E+18,7/8/2020 6:24,TickerReport,"Analyst cut rating shares $TSLA neutral from underweight on Thursday, ",S
1.28E+18,7/8/2020 6:24,TickerReport,"$TSLA neutral from overweight on Thursday, ",S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high time to sell,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA prices too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high,S
1.28E+18,7/8/2020 6:24,TickerReport,$TSLA price is too high its time to sell,S
1.28E+18,7/8/2020 6:19,TickerReport,Aehr Test Systems $AEHR Cut to “Hold” at ValuEngine https://t.co/Zu1ogwDlRB,S
1.28E+18,7/8/2020 6:19,TickerReport,Applied Optoelectronics $AAOI Downgraded by ValuEngine https://t.co/zO2dFFfhDB,S
1.28E+18,7/8/2020 6:10,TickerReport,Ironclad Encryption $IRNC Shares Down 50% https://t.co/pCadlwt6wv,S
1.28E+18,7/8/2020 6:10,TickerReport,"Lineage Cell Therapeutics, Inc. $NYSEAMERICAN:LCTX Sees Large Growth in Short Interest https://t.co/sWM9wXU7ek",B
1.28E+18,7/8/2020 6:09,TickerReport,Ring Energy Inc $NYSEAMERICAN:REI Sees Large Decline in Short Interest https://t.co/GEcSZaKTMe,0
1.28E+18,7/8/2020 6:09,TickerReport,FARMERS BANKSHA/SH $FBVA Trading Up 0.5% https://t.co/bLLATZc6PU,B
1.28E+18,7/8/2020 6:09,TickerReport,Intelligent Systems Co. $NYSEAMERICAN:INS Short Interest Update https://t.co/AD4tKeLvar,0
1.28E+18,7/8/2020 6:09,TickerReport,Short Interest in NanoViricides Inc $NYSEAMERICAN:NNVC Decreases By 14.5% https://t.co/N6nZQg5Tjl,S
1.28E+18,7/8/2020 6:09,TickerReport,Imperial Oil Ltd $NYSEAMERICAN:IMO Short Interest Down 9.0% in June https://t.co/kUJZmQMX7t,S
1.28E+18,7/8/2020 6:09,TickerReport,Northern Dynasty Minerals Ltd $NYSEAMERICAN:NAK Sees Significant Growth in Short Interest https://t.co/L8UVKqSyrZ,B
1.28E+18,7/8/2020 6:09,TickerReport,Short Interest in InfuSystem Holdings Inc $NYSEAMERICAN:INFU Expands By 14.6% https://t.co/TmaL5SkTl0,0
1.28E+18,7/8/2020 6:09,TickerReport,"Short Interest in Cheniere Energy, Inc. $NYSEAMERICAN:LNG Increases By 10.8% https://t.co/CcwNiVjUwm",0
1.28E+18,7/8/2020 6:09,TickerReport,"IMPAC Mortgage Holdings, Inc $NYSEAMERICAN:IMH Short Interest Down 8.9% in June https://t.co/R1CPPoq1b4",S
1.28E+18,7/8/2020 6:09,TickerReport,Short Interest in NovaGold Resources Inc. $NYSEAMERICAN:NG Grows By 12.4% https://t.co/8dsBZ42xex,B
1.28E+18,7/8/2020 6:09,TickerReport,Short Interest in Regional Health Properties Inc $NYSEAMERICAN:RHE Drops By 10.0% https://t.co/pM0Pi2pS73,0
1.28E+18,7/8/2020 6:09,TickerReport,Citizens Bancorp of Virginia $CZBT Trading Down 11.5% https://t.co/Ffog3UCyEA,S
1.28E+18,7/8/2020 6:09,TickerReport,DETROIT LEG NEW/SH $DTRL Shares Down 1.1% https://t.co/TK4QwKEQwZ,S
1.28E+18,7/8/2020 6:09,TickerReport,Short Interest in Ring Energy Inc $NYSEAMERICAN:REI Decreases By 11.4% https://t.co/UJW44VvNia,S
1.28E+18,7/8/2020 6:09,TickerReport,NightFood $NGTF Trading Down 3.6% https://t.co/EQaP9dnbtd,S
1.28E+18,7/8/2020 6:09,TickerReport,Croghan Bancshares $CHBH Stock Price Up 0% https://t.co/PPMbb6CaSE,B
1.28E+18,7/8/2020 6:09,TickerReport,Cannabics Pharmaceuticals $CNBX Shares Down 4.4% https://t.co/cqiEnrFWsQ,S
1.28E+18,7/8/2020 6:09,TickerReport,DEUTSCHE POST A/S $DPSGY Rating Reiterated by DZ Bank https://t.co/uVoHmk8byM,0
1.28E+18,7/8/2020 6:09,TickerReport,Smart Global’s $SGH “Buy” Rating Reiterated at Rosenblatt Securities https://t.co/LoJcFBRwFo,0
1.28E+18,7/8/2020 6:05,TickerReport,Analyzing Nikola $NKLA and Miller Industries $MLR https://t.co/CfUGrdfGBa,0
1.28E+18,7/8/2020 6:05,TickerReport,Contrasting Inspro Technologies $ITCC and Pivotal Software $PVTL https://t.co/W7AV2DqP7d,0
1.28E+18,7/8/2020 6:05,TickerReport,CGI Inc $GIB Given Consensus Recommendation of “Hold” by Analysts https://t.co/hBQONTPMxS,0
1.28E+18,7/8/2020 6:05,TickerReport,Financial Comparison: Canada Jetlines $JETMF &amp; Piedmont Lithium $PLL https://t.co/JFhw49szkC,0
1.28E+18,7/8/2020 6:05,TickerReport,Head-To-Head Survey: Qumu $QUMU vs. VMware $VMW https://t.co/fjsSUVUCLf,0
1.28E+18,7/8/2020 6:05,TickerReport,Immunovant $IMVT &amp; The Competition Head-To-Head Comparison https://t.co/FOm29JbhLR,0
1.28E+18,7/8/2020 6:05,TickerReport,Critical Contrast: Fidus Investment $FDUS and AllianceBernstein $AB https://t.co/nJDV7HSisJ,0
1.28E+18,7/8/2020 6:05,TickerReport,Contrasting Kaleyra $KLR and Sphere 3D $ANY https://t.co/FGOeVyjGlU,0
1.28E+18,7/8/2020 6:05,TickerReport,Analyzing Advantage Oil &amp; Gas $AAVVF and Pengrowth Energy $PGHEF https://t.co/rW378IYQv3,0
1.28E+18,7/8/2020 6:05,TickerReport,Head-To-Head Survey: MediciNova $MNOV vs. Celgene $CELG https://t.co/Fnm6JomPTc,0
1.28E+18,7/8/2020 6:05,TickerReport,Crescent Capital BDC $CCAP vs. Vivint Smart Home $VVNT Financial Review https://t.co/a51Zs0uAMg,0
1.28E+18,7/8/2020 6:05,TickerReport,Contrasting TELA Bio $MOHO and Revolve Group $RVLV https://t.co/IhQTgTQI32,0
1.28E+18,7/8/2020 6:05,TickerReport,Analyzing Immunovant $IMVT and Its Rivals https://t.co/wykC0dRKMy,0
1.28E+18,7/8/2020 6:05,TickerReport,Head-To-Head Analysis: INmune Bio $INMB and TrovaGene $TROV https://t.co/DOC2EptXS2,0
1.28E+18,7/8/2020 6:05,TickerReport,Head-To-Head Analysis: FVCBANKCORP Inc/SH $FVCB &amp; County Bancorp $ICBK https://t.co/DYOMmmLjXC,0
1.28E+18,7/8/2020 6:05,TickerReport,Financial Contrast: CNFinance $CNF versus Its Peers https://t.co/CDjq0RG59a,0
1.28E+18,7/8/2020 6:05,TickerReport,Head-To-Head Comparison: BlackRock MuniYield New Jersey Fund $MYJ &amp; Horizon Technology Finance $HRZN https://t.co/6iA0Dx4wP0,0
1.28E+18,7/8/2020 6:05,TickerReport,Marathon Gold $MGDPF Stock Price Down 1.3% https://t.co/YDr1ZDOgBO,S
1.28E+18,7/8/2020 6:05,TickerReport,Largo Resources $LGORF Trading Down 0.5% https://t.co/rtmnoRGvSu,S
1.28E+18,7/8/2020 6:05,TickerReport,C-Tracks ETNs based on the Miller/Howard MLP Fundamental Index Series B $NYSEARCA:MLPE Stock Price Down 1.9% https://t.co/SzB1BMl9w9,S
1.28E+18,7/8/2020 6:05,TickerReport,Concrete Leveling Systems $CLEV Stock Price Up 23.7% https://t.co/8zvxcER9IX,B
1.28E+18,7/8/2020 6:05,TickerReport,ETRACS CMCI Gold Total Return ETN $NYSEARCA:UBG Stock Price Up 1% https://t.co/t9uuIDlDFP,B
1.28E+18,7/8/2020 6:05,TickerReport,Luvu Brands $LUVU Trading Up 5.3% https://t.co/0rOT1vsdC7,B
1.28E+18,7/8/2020 6:05,TickerReport,H/Cell Energy $HCCC Shares Up 10% https://t.co/ZTGtkMum4B,0
1.28E+18,7/8/2020 6:05,TickerReport,IQ Leaders GTAA Tracker ETF $NYSEARCA:QGTA Trading Up 1.3% https://t.co/sgIpQQkXy8,B
1.28E+18,7/8/2020 6:05,TickerReport,Americann $ACAN Trading Up 5.6% https://t.co/pgxrzXLD9Q,B
1.28E+18,7/8/2020 6:05,TickerReport,Innovation Pharmaceuticals $IPIX Stock Price Down 6.4% https://t.co/gYNt7nRO4o,S
1.28E+18,7/8/2020 6:05,TickerReport,Uwharrie Capital $UWHR Trading 0.2% Higher https://t.co/91q5phUCyh,0
1.28E+18,7/8/2020 6:05,TickerReport,Tautachrome $TTCM Shares Down 4.5% https://t.co/IGBeNuuyGu,S
1.28E+18,7/8/2020 6:05,TickerReport,Oxford BioMedica $OXBDF Stock Price Up 4.9% https://t.co/MAgEZ7FsRv,B
1.28E+18,7/8/2020 6:05,TickerReport,REDWOOD CAP BAN/SH $RWCB Trading 7.2% Higher https://t.co/oQ6VQMj667,0
1.28E+18,7/8/2020 6:05,TickerReport,Select Sands $SLSDF Stock Price Down 8% https://t.co/VyfeuIF9Bl,S
1.28E+18,7/8/2020 6:05,TickerReport,Tri City Bankshares $TRCY Stock Price Down 2.8% https://t.co/51YsxkTxdO,S
1.28E+18,7/8/2020 6:05,TickerReport,FRMO $FRMO Stock Price Down 4.1% https://t.co/FAHBIgVmH8,S
1.28E+18,7/8/2020 6:05,TickerReport,Royal Financial $RYFL Shares Down 0.5% https://t.co/3JIN6ROZO0,S
1.28E+18,7/8/2020 6:05,TickerReport,PureBase $PUBC Shares Down 8.9% https://t.co/NWY5BDdxQE,S
1.28E+18,7/8/2020 6:05,TickerReport,Micropac Industries $MPAD Trading 3.1% Higher https://t.co/rsRBnmfaFE,0
1.28E+18,7/8/2020 6:00,TickerReport,BofA Securities Initiates Coverage on Everest Re Group $RE https://t.co/MOhIldeKhJ,0
1.28E+18,7/8/2020 6:00,TickerReport,MKM Partners Increases Constellation Brands $STZ Price Target to $151.00 https://t.co/hVbNUoxVo7,B
1.28E+18,7/8/2020 6:00,TickerReport,Royal Bank of Canada Reiterates Buy Rating for Truist Financial $TFC https://t.co/9f8tn7SeGP,B
1.28E+18,7/8/2020 6:00,TickerReport,TFI International $TFII PT Raised to $44.00 at Morgan Stanley https://t.co/HjJeBzrKtp,B
1.28E+18,7/8/2020 6:00,TickerReport,Uber Technologies $UBER Price Target Cut to $45.00 https://t.co/lGtUzdLiR0,S
1.28E+18,7/8/2020 5:54,TickerReport,Waitr $WTRH Shares Gap Up After Analyst Upgrade https://t.co/hWumn6blF8,B
