1.28E+18,7/9/2020 5:03,StckPro,$ADBE NEW ARTICLE : Adobe: Still A Great Buy https://t.co/fI8jPiVR9Q Get all the latest $ADBE related news here : https://t.co/ZwN69Kqla2,1
1.28E+18,7/9/2020 4:57,StckPro,$F NEW ARTICLE : Ford's quarterly China sales rise for the first time in 3 years https://t.co/MzsngwA25t Get all th… https://t.co/ddaq394CXw,1
1.28E+18,7/9/2020 4:57,StckPro,"$TSLA NEW ARTICLE : Tesla very close to Level-5 autonomous driving technology, Musk says https://t.co/WbLOrGduSW Ge… https://t.co/hRliWnCNwc",1
1.28E+18,7/9/2020 4:30,StckPro,$CE NEW ARTICLE : Celanese announces price increases for acetyl intermediates products https://t.co/yGpywlArPz Get… https://t.co/6jsjzprnQ2,1
1.28E+18,7/9/2020 4:29,StckPro,$AAPL $CRUS NEW ARTICLE : Cirrus Logic: The Market Is Handing You A Gift https://t.co/qrY8vCKtXL Get all the latest… https://t.co/QbScJUNBbF,0
1.28E+18,7/9/2020 4:27,StckPro,$GOOG $GOOGL NEW ARTICLE : Google reportedly cancelled a cloud project meant for countries including China… https://t.co/ZvUj1RYrI9,-1
1.28E+18,7/9/2020 4:26,StckPro,$ANH NEW ARTICLE : When To Eat A Loss https://t.co/Zjlz1YD6xm Get all the latest $ANH related news here : https://t.co/KlzHCEZDA3,0
1.28E+18,7/9/2020 4:17,StckPro,$CMG NEW ARTICLE : Why Chipotle Mexican Grill's Stock Surged 25.7% in the First Half of 2020… https://t.co/aVQb2hX07d,1
1.28E+18,7/9/2020 4:17,StckPro,"$DNK NEW ARTICLE : Danke Partners with SF.Freight, Huolala to Provide One-click Moving Service for China College Gr… https://t.co/4UfbLmwEFs",1
1.28E+18,7/9/2020 4:17,StckPro,$RIO NEW ARTICLE : Aboriginal groups call for Rio to lose human rights status after caves blast… https://t.co/idcg1jrwDA,-1
1.28E+18,7/9/2020 4:05,StckPro,$FIVN NEW ARTICLE : How Five9 Shares Gained 69% in the First Half of 2020 https://t.co/ymcSl4r2gu Get all the lates… https://t.co/0BeTYUDVc4,1
1.28E+18,7/9/2020 4:05,StckPro,$SYY NEW ARTICLE : Why Sysco Shares Fell 36% in the First Half https://t.co/Qtxu9JnIih Get all the latest $SYY rela… https://t.co/BYHvQejTLF,-1
1.28E+18,7/9/2020 3:37,StckPro,$DJI $SPY $QQQ NEW ARTICLE : ETF Inflows Could Make Market Vulnerable: Harrison https://t.co/Auewx3Bcfx Get all the… https://t.co/SclfK9W4wo,-1
1.28E+18,7/9/2020 3:19,StckPro,$OCFT NEW ARTICLE : OneConnect Company Selected for the 2020 CB Insights China Fintech 50 List… https://t.co/Qmp2C05bpm,1
1.28E+18,7/9/2020 3:03,StckPro,$TSLA NEW ARTICLE : Tesla Announces Date for Second Quarter 2020 Financial Results and Webcast… https://t.co/fBMg1OqHDJ,0
1.28E+18,7/9/2020 3:03,StckPro,"$F NEW ARTICLE : Ford's Black employees want the company to stop making police cars, report says… https://t.co/IVi2L9IPl3",-1
1.28E+18,7/9/2020 2:51,StckPro,$RVMD NEW ARTICLE : Revolution Medicines Announces Pricing of $156.0 Million Public Offering of Common Stock… https://t.co/k6py1oNbW8,1
1.28E+18,7/9/2020 2:47,StckPro,$BA NEW ARTICLE : Boeing: Recharged And Ready To Break Out Again https://t.co/7iWvIzaJ11 Get all the latest $BA rel… https://t.co/LFhDY2bhcQ,1
1.28E+18,7/9/2020 2:43,StckPro,$WEN NEW ARTICLE : Wendy’s franchisee allegedly used $1 million in PPP loans to buy new home… https://t.co/PGcHDYj1N5,-1
1.28E+18,7/9/2020 2:33,StckPro,"$F NEW ARTICLE : Ford's second-quarter China vehicle sales rise 3% year-on-year to 158,589 units… https://t.co/8HvoRIeTBj",1
1.28E+18,7/9/2020 2:27,StckPro,"$LUV NEW ARTICLE : When It Comes to an Air Travel Recovery, Southwest Airlines Stock Is the Best Pick… https://t.co/ZSlRNxnzpp",1
1.28E+18,7/9/2020 2:23,StckPro,$FB NEW ARTICLE : Why Facebook Shares Gained 10.6% in the First Half of 2020 https://t.co/18X6h3QUZT Get all the la… https://t.co/lZPJrY7KSz,1
1.28E+18,7/9/2020 2:13,StckPro,$TPB NEW ARTICLE : Turning Point Brands Announces Pricing of Secondary Offering of Two Million Shares of Common Sto… https://t.co/GFiYEJv3kX,0
1.28E+18,7/9/2020 2:13,StckPro,$TSLA NEW ARTICLE : Tesla stock surge may lead to $1.7B payday for Elon Musk https://t.co/Xn8JOi9XJl Get all the la… https://t.co/lQP88XXh5a,1
1.28E+18,7/9/2020 1:45,StckPro,"$DLTH NEW ARTICLE : Microcap Value Play - Introducing Duluth, A Specialty Apparel Retailer https://t.co/oYI2Igq7n0… https://t.co/2q6dNozi8O",0
