1.28E+18,6/29/2020 15:57,CitronResearch,$SONO remains hot on way to $30 or takeout- demand booming.Backorder dates on https://t.co/7vNhxEhM1D continue to g… https://t.co/ay7OKnPhEm,1
1.28E+18,6/25/2020 14:57,CitronResearch,$INO has become a chew toy for RobinHood traders. Expect $INO back to $14 in short order This is the chart of $INO… https://t.co/YWTgcA2Si4,1
1.28E+18,6/25/2020 13:51,CitronResearch,$SONO app now #4 music download on App Annie.  Compare to $PTON which is #58 in health and fitness.  Cost savings a… https://t.co/cqP71SxeCs,0
1.28E+18,6/22/2020 13:59,CitronResearch,$SONO is dominating home audio in the new stay at home economy..products sold out everywhere.  2020 Tgt- $30.  Citr… https://t.co/YagetxhGb0,1
1.28E+18,6/22/2020 13:36,CitronResearch,You are sitting on your couch from $W or $RH listening to $SPOT or watching $NFLX  even streaming a $PTON or a $ZM… https://t.co/cjiCa9WR2d,0
1.27E+18,6/17/2020 13:51,CitronResearch,Is there such thing as anti- ESG investing?  Shareholders of $CACC should be aware https://t.co/vnAiSbkgHc,0
1.27E+18,6/9/2020 17:46,CitronResearch,$NKLA back to $40 in a month. The anti-Tesla If you buy here you deserve to lose your $$ considering Milton sold ju… https://t.co/11Uvc8Cb2k,1
1.27E+18,6/5/2020 16:08,CitronResearch,$AAL.  To clarify previous tweet the 25k new users on Robin Hood who bough stock at $19 must know more about airlin… https://t.co/nXdfBVYzQH,0
1.27E+18,6/5/2020 15:54,CitronResearch,$AAL Back to $10 Robinhood traders have 0 idea what they buying.  Balance sheet is upside down.  Unencumbered asset… https://t.co/SQqTHwLEN3,0
1.27E+18,6/4/2020 17:36,CitronResearch,Secretary of State warns about investing in China.  Citron has no reason not to trust the financials of any Chinese… https://t.co/8GZZQwCWbA,-1
1.27E+18,6/4/2020 13:33,CitronResearch,OMG ....just got corrected...$2 BIL mkt cap for $GNUS. What a complete joke.  Cheap stock about to flood the market.  This is child's play,1
1.27E+18,6/4/2020 13:30,CitronResearch,$GNUS to $1...fast  The lowest form of retail investor. Consider:  LTM $GNUS rev $5 mil mkt cap $800 mil compare to… https://t.co/SNIBCZTBiP,0
1.27E+18,6/3/2020 14:31,CitronResearch,$CACC let's see if our politicians are all talk or if the awareness of the past week will finally force the change… https://t.co/qA3vw1c5Hi,0
1.27E+18,6/2/2020 14:57,CitronResearch,"$GSX  Great Job Grizzly Research... multiple smoking guns.  If this company was domiciled in the US, it would not b… https://t.co/roGadacVlL",-1
1.27E+18,6/1/2020 17:52,CitronResearch,$CACC Wall St support of predatory lending has long been shameful and is a major reason of the economic divide.  We… https://t.co/06nfSLTne3,0
1.27E+18,5/28/2020 17:52,CitronResearch,$GSX.  For the record.  Citron does NOT think all China stocks are fraudulent.  Most represent honest growth opport… https://t.co/OveWDU7zGx,0
1.27E+18,5/28/2020 17:42,CitronResearch,The WSJ just did an amazing piece on the fraud at $LK.  Wow.  It is EXACTLY what we are seeing at $GSX.  Citron has… https://t.co/G5xHOszXgP,-1
1.27E+18,5/26/2020 14:55,CitronResearch,"$RH to $400.  As themes dominate the market.  Look for $RH to be the leader in the ""de-urbanization of America"".  H… https://t.co/0ihxOKmOKs",1
